Webwork Section,Link,Webwork key,DoenetId,parentDoenetId,Level 1,Level 2,Level 3,Level 4,Level 5,
Linear systems,https://www.doenet.org/courseactivityeditor/_oR0Vb4HVewnbzk7sudjkq/_c3v5jq11nRU8wlokaXExl,13a,_c3v5jq11nRU8wlokaXExl,_oR0Vb4HVewnbzk7sudjkq,,7: TR-SysOfEq - find number of solutions to a 2x2,,,,
Linear systems,https://www.doenet.org/courseactivityeditor/_oR0Vb4HVewnbzk7sudjkq/_5hrGbglwCmIWYWVWUgofN,13a,_5hrGbglwCmIWYWVWUgofN,_oR0Vb4HVewnbzk7sudjkq,,8: TR-SysOfEq - find sol to 3x3 system,,,,
Linear systems,https://www.doenet.org/courseactivityeditor/_oR0Vb4HVewnbzk7sudjkq/_bo9vKWiVr4EHR76xYw9T4,13a,_bo9vKWiVr4EHR76xYw9T4,_oR0Vb4HVewnbzk7sudjkq,,9: TR-SysOfEq - find sol to 3x3 system,,,,
Nonlinear systems,https://www.doenet.org/courseactivityeditor/_oR0Vb4HVewnbzk7sudjkq/_GY6sfPaOIBcb1FuxUBix2,13b,_GY6sfPaOIBcb1FuxUBix2,_oR0Vb4HVewnbzk7sudjkq,,10: TR-SysOfEq - x-coord of intersections of quadratic and linear,,,,
Nonlinear systems,https://www.doenet.org/courseactivityeditor/_oR0Vb4HVewnbzk7sudjkq/_OIqvSDyqYBkF0k2LAdhJQ,13b,_OIqvSDyqYBkF0k2LAdhJQ,_oR0Vb4HVewnbzk7sudjkq,,11. TR-SysOfEq - x-coord of intersections of circle and linear,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_oR0Vb4HVewnbzk7sudjkq/_8GIBmTAa99YyzZ0F3IMEW,,_8GIBmTAa99YyzZ0F3IMEW,_oR0Vb4HVewnbzk7sudjkq,,Problem 12: TR-SysOfEq,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_oR0Vb4HVewnbzk7sudjkq/_WhUi8ztakkPmeArAz1Ptw,,_WhUi8ztakkPmeArAz1Ptw,_oR0Vb4HVewnbzk7sudjkq,,Problem 13: TR-SysOfEq,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_jtYuE4ugcqk3Qc5myiSZt,,_jtYuE4ugcqk3Qc5myiSZt,,TR-Series,,,,,
Arithmetic,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_hLaBzJvlm4lcwTJw5uQuV,18b,_hLaBzJvlm4lcwTJw5uQuV,_jtYuE4ugcqk3Qc5myiSZt,,1. TR-Series: arithmetic - given explicit formula find a_n,,,,
Notation,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_ef7In1fwO1rUxP3zO1NMH,18a,_ef7In1fwO1rUxP3zO1NMH,_jtYuE4ugcqk3Qc5myiSZt,,2. TR-Series: arithmetic - given recursive formula find a_n,,,,
Notation,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_n9p14k3Fqd9pMMCGUHJT9,18a,_n9p14k3Fqd9pMMCGUHJT9,_jtYuE4ugcqk3Qc5myiSZt,,3: TR-Series - given recursive formula find fourth term multiple choice,,,,
Notation,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_ASVIbKz6r3ByMT2yQhVrY,18a,_ASVIbKz6r3ByMT2yQhVrY,_jtYuE4ugcqk3Qc5myiSZt,,4: TR-Series - given recursive formula compute fourth term,,,,
Summation formulas,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_SYzAcEeij07vS8N5UwCcJ,18d,_SYzAcEeij07vS8N5UwCcJ,_jtYuE4ugcqk3Qc5myiSZt,,5: TR-Series - Given sigma notation for an arithmetic series compute the sum,,,,
Summation formulas,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_YR8TGkMtff9HgJ9LV7hLh,18d,_YR8TGkMtff9HgJ9LV7hLh,_jtYuE4ugcqk3Qc5myiSZt,,6: TR-Series - given sigma notation find initial and final terms,,,,
Arithmetic,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_y93xIjlmLfeui53QWvuDy,18b,_y93xIjlmLfeui53QWvuDy,_jtYuE4ugcqk3Qc5myiSZt,,7. TR-Series: given two terms in arithmetic sequence compute a_n,,,,
Arithmetic,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_VnlQYX1KksLCveiJRLpu3,18b,_VnlQYX1KksLCveiJRLpu3,_jtYuE4ugcqk3Qc5myiSZt,,9. TR-Series: given two terms in arithmetic sequence find explicit formula,,,,
Summation formulas,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_QbWnlqzLEn9GdgV1Gf40V,18d,_QbWnlqzLEn9GdgV1Gf40V,_jtYuE4ugcqk3Qc5myiSZt,,10: TR-Series - given several terms of an arithmetic series compute the sum,,,,
Summation formulas,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_dhswsl36TrAcrEUq1HG9O,18d,_dhswsl36TrAcrEUq1HG9O,_jtYuE4ugcqk3Qc5myiSZt,,11: TR-Series - find sum of an arithmetic sequence given sigma notation,,,,
Arithmetic,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_tcMDGEw0VOlwBRCPi9INV,18b,_tcMDGEw0VOlwBRCPi9INV,_jtYuE4ugcqk3Qc5myiSZt,,12. TR-Series - Find the next term of an arithmetic sequence,,,,
Summation formulas,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_YRqfQFCwLQ5OwITugDuGE,18d,_YRqfQFCwLQ5OwITugDuGE,_jtYuE4ugcqk3Qc5myiSZt,,14. TR-Series - Compute sum of an arithmetic series given list of terms (negative terms included),,,,
Geometric,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_1zYHARQU9ehNRgRkXPZGG,"18e, 18d",_1zYHARQU9ehNRgRkXPZGG,_jtYuE4ugcqk3Qc5myiSZt,,15. TR-Series - sum of a geometric series,,,,
Geometric,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_mNIhysTGVqNIo7n114LBM,"18e, 18d",_mNIhysTGVqNIo7n114LBM,_jtYuE4ugcqk3Qc5myiSZt,,18. TR-Series - sum of a geometric series with sigma notation - index from 0,,,,
Geometric,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_lqP7JCbgrM9KN9waT6LYu,"18e, 18d",_lqP7JCbgrM9KN9waT6LYu,_jtYuE4ugcqk3Qc5myiSZt,,19. TR-Series - sum of a geometric series with sigma notation - index from 1,,,,
Binomial theorem,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_Kv0ni8AHD1unrs2BthYVl,18c,_Kv0ni8AHD1unrs2BthYVl,_jtYuE4ugcqk3Qc5myiSZt,,Problem 20: TR-Series - expand binomial to third degree,,,,
Binomial theorem,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_pJjcH1ajB9TZwSvYl8kJA,18c,_pJjcH1ajB9TZwSvYl8kJA,_jtYuE4ugcqk3Qc5myiSZt,,Problem 21: TR-Series - expand binomial to fourth degree,,,,
Binomial theorem,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_vlCUZjjbyaeLExWduNCJp,18c,_vlCUZjjbyaeLExWduNCJp,_jtYuE4ugcqk3Qc5myiSZt,,Problem 22: TR-Series - binomial expansion to fifth degree,,,,
Binomial theorem,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_cuA1djbfHrMq6lvc2FuAM,18c,_cuA1djbfHrMq6lvc2FuAM,_jtYuE4ugcqk3Qc5myiSZt,,Problem 23: TR-Series - binomial expansion sixth degree,,,,
Binomial theorem,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_t6IPXAe5YgM3kRrCkoJqX,18c,_t6IPXAe5YgM3kRrCkoJqX,_jtYuE4ugcqk3Qc5myiSZt,,24. TR-Series - Find coefficient of a given term using binomial theorem,,,,
Geometric,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_iX5EmYmXq5BfhD9ioAXD2,18e,_iX5EmYmXq5BfhD9ioAXD2,_jtYuE4ugcqk3Qc5myiSZt,,"29. TR-Series: given two terms in a geometric sequence, find the common ratio",,,,
Geometric,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_Lua0QLJQLWgxiMCC10aVJ,18e,_Lua0QLJQLWgxiMCC10aVJ,_jtYuE4ugcqk3Qc5myiSZt,,"30. TR-Series: Given two terms in a geometric sequence, find the nth term",,,,
Binomial theorem,https://www.doenet.org/courseactivityeditor/_jtYuE4ugcqk3Qc5myiSZt/_SINN3FrzwNW5qbVGhKWt0,18c,_SINN3FrzwNW5qbVGhKWt0,_jtYuE4ugcqk3Qc5myiSZt,,31: TR-Series - binomial series expansion - parameters of a given term,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_2nqf6G4WNsGEajecpcfR5,,_2nqf6G4WNsGEajecpcfR5,,TR-Basics,,,,,
Properties,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_ffh16BdZBOWgZhAxbNLqZ,1a,_ffh16BdZBOWgZhAxbNLqZ,_2nqf6G4WNsGEajecpcfR5,,1: TR-Basics - Counting integers in sequence,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_nXBccGjrakbRYvmyyySr5,T1c,_nXBccGjrakbRYvmyyySr5,_2nqf6G4WNsGEajecpcfR5,,2: TR-Basics - Convert angle in degrees to radians; angles up to 315 degrees,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_fodvHfRtiJfKJ4l3dDOHe,T1c,_fodvHfRtiJfKJ4l3dDOHe,_2nqf6G4WNsGEajecpcfR5,,3: TR-Basics - Convert angle in radians to degrees,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Kf5lEVGdz3g7i0uI1duJs,T1c,_Kf5lEVGdz3g7i0uI1duJs,_2nqf6G4WNsGEajecpcfR5,,4. TR-Basics - Convert angle in degrees to radians; large or negative angles,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Q5RBzGWEvniIOyQA4sLvR,T1c,_Q5RBzGWEvniIOyQA4sLvR,_2nqf6G4WNsGEajecpcfR5,,5. TR-Basics - Convert angle in radians to degrees; multiple choice,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_FDU9FKfYzXmhR4UlICW0c,,_FDU9FKfYzXmhR4UlICW0c,_2nqf6G4WNsGEajecpcfR5,,6. TR-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_4oCFdEdvG6P56VZN8Cpha,,_4oCFdEdvG6P56VZN8Cpha,_2nqf6G4WNsGEajecpcfR5,,7. TR-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_TWHXNQLMw9ZbJSepK5cht,,_TWHXNQLMw9ZbJSepK5cht,_2nqf6G4WNsGEajecpcfR5,,8. TR-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_62gGTMSqHRKdihXh6rX9A,,_62gGTMSqHRKdihXh6rX9A,_2nqf6G4WNsGEajecpcfR5,,9. TR-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_YWzz34cxn22L9zZHk3Nr3,,_YWzz34cxn22L9zZHk3Nr3,_2nqf6G4WNsGEajecpcfR5,,10. TR-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_OZGsaEEOmDbsFwbxfPCwM,,_OZGsaEEOmDbsFwbxfPCwM,_2nqf6G4WNsGEajecpcfR5,,11. TR-Basics,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_S2KODBtbZRcViUY6tvnyd,T2g,_S2KODBtbZRcViUY6tvnyd,_2nqf6G4WNsGEajecpcfR5,,12. TR-Basics - cos of Q1 angle degrees,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_mYmLBGciNt7V7Ga2SIjbY,T2g,_mYmLBGciNt7V7Ga2SIjbY,_2nqf6G4WNsGEajecpcfR5,,13. TR-Basics - cos of Q2 angle degrees,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_qHdnTnFT4WpGgDUrQNyUs,T2g,_qHdnTnFT4WpGgDUrQNyUs,_2nqf6G4WNsGEajecpcfR5,,14. TR-Basics - cos of Q3 angle degrees positive,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_0c0PW0PDkGVmOLO5XtB9s,T2g,_0c0PW0PDkGVmOLO5XtB9s,_2nqf6G4WNsGEajecpcfR5,,15. TR-Basics - cos of Q3 angle degrees negative,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_pV2fk3QKvesIFqPsMvnM7,T2g,_pV2fk3QKvesIFqPsMvnM7,_2nqf6G4WNsGEajecpcfR5,,16. TR-Basics - cos of Q4 angle degrees positive,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_a17oCiuAcgIRmxuJWfYCn,T2g,_a17oCiuAcgIRmxuJWfYCn,_2nqf6G4WNsGEajecpcfR5,,17. TR-Basics - cos of Q4 angle degrees negative,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_esq7E4OI1ZGiYXVyGrww8,T2g,_esq7E4OI1ZGiYXVyGrww8,_2nqf6G4WNsGEajecpcfR5,,18. TR-Basics - sin of Q1 angle degrees,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Sqnemm1QpC1FOX3tJbMe4,T2g,_Sqnemm1QpC1FOX3tJbMe4,_2nqf6G4WNsGEajecpcfR5,,19. TR-Basic - sin of Q2 angle degrees,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_LoZnC55Dn2SGx7PArXlrc,T2g,_LoZnC55Dn2SGx7PArXlrc,_2nqf6G4WNsGEajecpcfR5,,20. TR-Basics - sin of Q3 angle degrees positive,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_eYr0fB01a6XML79o3Kz9t,T2g,_eYr0fB01a6XML79o3Kz9t,_2nqf6G4WNsGEajecpcfR5,,21. TR-Basics - sin of Q3 angle degrees negative,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_z3InWvACFtXQWSkRYD3Ly,T2g,_z3InWvACFtXQWSkRYD3Ly,_2nqf6G4WNsGEajecpcfR5,,22. TR-Basics - sin of Q4 angle degrees positive,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_PPwVBf7aR7TucuuO0UnBc,T2g,_PPwVBf7aR7TucuuO0UnBc,_2nqf6G4WNsGEajecpcfR5,,23. TR-Basics - sin of Q4 angle degrees negative,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_RR3Fq8cGYKsVE7bBDD0ib,T2g,_RR3Fq8cGYKsVE7bBDD0ib,_2nqf6G4WNsGEajecpcfR5,,24. TR-Basics - cos of Q1 angle radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_wkDGV9HT89INaIA54ig6r,T2g,_wkDGV9HT89INaIA54ig6r,_2nqf6G4WNsGEajecpcfR5,,25. TR-Basics - cos of Q2 angle radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_m237rrA9uGaMWe6fSPUzx,T2g,_m237rrA9uGaMWe6fSPUzx,_2nqf6G4WNsGEajecpcfR5,,26. TR-Basics - cos of Q3 angle radians positive,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Yw2OtgYLp87bN0f1YpCD5,T2g,_Yw2OtgYLp87bN0f1YpCD5,_2nqf6G4WNsGEajecpcfR5,,27. TR-Basics - cos of Q3 angle radians negative,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Jl8LOcsvLpfSdkHNxLiQc,T2g,_Jl8LOcsvLpfSdkHNxLiQc,_2nqf6G4WNsGEajecpcfR5,,28. TR-Basics - cos of Q4 angle radians positive,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_t88QU9E9IMMOx5rknJxjW,T2g,_t88QU9E9IMMOx5rknJxjW,_2nqf6G4WNsGEajecpcfR5,,29. TR-Basics - cos of Q4 angle radians negative,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_17EcTtaipr4n15iXbTYDg,T2g,_17EcTtaipr4n15iXbTYDg,_2nqf6G4WNsGEajecpcfR5,,30. TR-Basics - sin of Q1 angle radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_XVcAkKDDgUsHI9kh8fRuH,T2g,_XVcAkKDDgUsHI9kh8fRuH,_2nqf6G4WNsGEajecpcfR5,,31. TR-Basics - sin of Q2 angle radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_VToXLhz5mWbYEosoTjO4x,T2g,_VToXLhz5mWbYEosoTjO4x,_2nqf6G4WNsGEajecpcfR5,,32. TR-Basics - sin of Q3 angle radians positive,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Or7ahrEMtRJAppTszr3xf,T2g,_Or7ahrEMtRJAppTszr3xf,_2nqf6G4WNsGEajecpcfR5,,33. TR-Basics - sin of Q3 angle radians negative,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_uV9UKCfsessfAQvIXInjG,T2g,_uV9UKCfsessfAQvIXInjG,_2nqf6G4WNsGEajecpcfR5,,34. TR-Basics - sin of Q4 angle radians positive,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_yG5x0kOqkKdQwO05AZm84,T2g,_yG5x0kOqkKdQwO05AZm84,_2nqf6G4WNsGEajecpcfR5,,35. TR-Basics - sin of Q4 angle radians negative,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_P1QZBqAr788CIcIIydlXI,T2g,_P1QZBqAr788CIcIIydlXI,_2nqf6G4WNsGEajecpcfR5,,36. TR-Basics - sin of a large or neg angle in radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_4iAKeuO1vPp6OLZgQl9cE,T2g,_4iAKeuO1vPp6OLZgQl9cE,_2nqf6G4WNsGEajecpcfR5,,37. TR-Basics - sin of a large or neg angle in radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_83LzUHLLh9ZFKZfC0TOr8,T2g,_83LzUHLLh9ZFKZfC0TOr8,_2nqf6G4WNsGEajecpcfR5,,38. TR-Basics - sin of a large or neg angle in radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Pgw7INi9ULublaZgew2Ui,T2g,_Pgw7INi9ULublaZgew2Ui,_2nqf6G4WNsGEajecpcfR5,,39. TR-Basics - sin of a large or neg angle in radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_WSgWEqkdOlxAtT1732Trv,T2g,_WSgWEqkdOlxAtT1732Trv,_2nqf6G4WNsGEajecpcfR5,,40. TR-Basics - sin of a large or neg angle in radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_f3L2LdBfMIERMZgP9fxRw,T2g,_f3L2LdBfMIERMZgP9fxRw,_2nqf6G4WNsGEajecpcfR5,,41. TR-Basics - cos of a large or neg angle in radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_y5hP8SEkeGL1rPi1fOku3,T2g,_y5hP8SEkeGL1rPi1fOku3,_2nqf6G4WNsGEajecpcfR5,,42. TR-Basics - cos of a large or neg angle in radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_0lfTc0v2nxFH55ZIuMika,T2g,_0lfTc0v2nxFH55ZIuMika,_2nqf6G4WNsGEajecpcfR5,,43. TR-Basics - cos of a large or neg angle in radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_9jAEcvqaNr0OHxIv6FH9J,T2g,_9jAEcvqaNr0OHxIv6FH9J,_2nqf6G4WNsGEajecpcfR5,,44. TR-Basics - cos of a large or neg angle in radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_wLSMkWAcNRXCJv3mNqomq,T2g,_wLSMkWAcNRXCJv3mNqomq,_2nqf6G4WNsGEajecpcfR5,,45. TR-Basics - cos of a large or neg angle in radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_wJqEVuM0MMvEVKI4NewTf,T2g,_wJqEVuM0MMvEVKI4NewTf,_2nqf6G4WNsGEajecpcfR5,,46. TR-Basics - sin of a large or neg angle in degrees,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_jiBZJykA9Gli83ss2O3IK,T2g,_jiBZJykA9Gli83ss2O3IK,_2nqf6G4WNsGEajecpcfR5,,47. TR-Basics - sin of a large or neg angle in degrees,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Y7whT4I7Cs2Y13LdgvmwA,T2g,_Y7whT4I7Cs2Y13LdgvmwA,_2nqf6G4WNsGEajecpcfR5,,48. TR-Basics - cos of a large or neg angle in degrees,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_F4Q2K3ybU6bd5yVmKDSsL,T2g,_F4Q2K3ybU6bd5yVmKDSsL,_2nqf6G4WNsGEajecpcfR5,,49. TR-Basics - cos of a large or neg angle in degrees,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_5DoYhMACsgx621IMItzVa,T2a,_5DoYhMACsgx621IMItzVa,_2nqf6G4WNsGEajecpcfR5,,50. TR-Basics - Determine equivalent angle in degrees,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Cs41oTKWjAI0gMdMe9nUm,T4c,_Cs41oTKWjAI0gMdMe9nUm,_2nqf6G4WNsGEajecpcfR5,,51. TR-Basics - Select the unequal expression by applying trig identities,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_FWPyjxbR8sJYBwPhZshpG,T2g,_FWPyjxbR8sJYBwPhZshpG,_2nqf6G4WNsGEajecpcfR5,,52. TR-Basics - cos of large or negative angle in degrees - multiple choice,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_bSGEqQ9TpEEfYHex4jQzx,T2g,_bSGEqQ9TpEEfYHex4jQzx,_2nqf6G4WNsGEajecpcfR5,,53. TR-Basics - Sin of a large or negative angle in degrees - multiple choice,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_t8TJdR6wAJkt2vL2clJt2,T3a,_t8TJdR6wAJkt2vL2clJt2,_2nqf6G4WNsGEajecpcfR5,,"54. TR-Basics - given sin of angle in quad I, find cos",,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_vRW6xHp39kUYO52DFl986,T3a,_vRW6xHp39kUYO52DFl986,_2nqf6G4WNsGEajecpcfR5,,"55. TR-Basics - given sin of angle in quad II, find cos",,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_mBQ9RFhrynvNSjLX3NJCR,T3a,_mBQ9RFhrynvNSjLX3NJCR,_2nqf6G4WNsGEajecpcfR5,,"56. TR-Basics - given sin of angle in quad III, find cos",,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_9rVZhw3hHPbWWmfR9zB25,T3a,_9rVZhw3hHPbWWmfR9zB25,_2nqf6G4WNsGEajecpcfR5,,"57. TR-Basics - given sin of angle in quad IV, find cos",,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_mzpvb6Bs3IjYLJjwOa1Mm,T3a,_mzpvb6Bs3IjYLJjwOa1Mm,_2nqf6G4WNsGEajecpcfR5,,"58. TR-Basics - given cos of angle in quad I, find sin",,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_AeaThatCvkqmwOMqoZzip,T3a,_AeaThatCvkqmwOMqoZzip,_2nqf6G4WNsGEajecpcfR5,,"59. TR-Basics - given cos of angle in quad II, find sin",,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_zwHLKF072897xzbTeMJL2,T3a,_zwHLKF072897xzbTeMJL2,_2nqf6G4WNsGEajecpcfR5,,"60. TR-Basics - given cos of angle in quad III, find sin",,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_jLRclY7E6MJDqXRKoHTKS,T3a,_jLRclY7E6MJDqXRKoHTKS,_2nqf6G4WNsGEajecpcfR5,,"61. TR-Basics - given cos of angle in quad IV, find sin",,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Ihj9XYHtXuTnYiPywVI2Q,T2h,_Ihj9XYHtXuTnYiPywVI2Q,_2nqf6G4WNsGEajecpcfR5,,62. TR-Basics - given two trig ratios select correct quadrant,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_Z1VlLygUM9A0MlAUVXMYM,T3a,_Z1VlLygUM9A0MlAUVXMYM,_2nqf6G4WNsGEajecpcfR5,,"63. TR-Basics - given cos theta and range of theta Q4, find sin",,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_bODGnCjmP8dVZsuIlmgq1,T3a,_bODGnCjmP8dVZsuIlmgq1,_2nqf6G4WNsGEajecpcfR5,,"64. TR-Basics - given cos theta and range of theta Q3, find sin",,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_2nqf6G4WNsGEajecpcfR5/_r11HPozDAgFAtukEsBGvj,T3a,_r11HPozDAgFAtukEsBGvj,_2nqf6G4WNsGEajecpcfR5,,"65. TR-Basics - given cos theta and range of theta Q2, find sin",,,,
