Webwork Section,Webwork key,DoenetId,parentDoenetId,Level 1,Level 2,Level 3,Level 4,Level 5,
#N/A,,_ojuL7VM6kAIjaVPb1sHPB,,,,,,Link to 116. TR-Basics - linear speed to angular speed of a wheelbarrow,
#N/A,,_bVfLqImPNL1DxZduqflra,,,Practice Quizzes,,,,
#N/A,,_dFoRqKt5gJ5Zsj6CTTPjb,,,,Quiz 1A - Solving right triangles,,,
#N/A,,_X9kbcjboe6gDkgESbjan2,,,,,select 1 without replacement,,
#N/A,,_tmlwaZsGrsrNk6F5KzIF6,,,,,,from TR-Triangles #1-3,
#N/A,,_7rYSuPq26pdBBwR1bh4Gb,,,,,,,"Link to 1. TR-Triangles: right triangle - find A, B, b"
#N/A,,_jFcVUIjRamKrmrUckbgDt,,,,,,,"Link to 2. TR-Triangles: right triangle - find A,B,c"
#N/A,,_kKUHTlOyfGA9GIUWRAbPA,,,,,,,"Link to 3. TR-Triangles: right triangle - find A,B,a"
#N/A,,_N5TL5UMqpfu4rjUDgUHLv,,,,,select 1 without replacement,,
#N/A,,_BPkVmsAmPseFpvEGiOZrw,,,,,,from TR-Triangles #4-9,
#N/A,,_4ZebUdfw3wUtyOn7WBGk1,,,,,,,"Link to 4. TR-Triangles: right triangle - find a,b,B"
#N/A,,_sIHaN0s7JOF2PitHFTcZY,,,,,,,"Link to 5. TR-Triangles: right triangle - find a,c,B"
#N/A,,_7DMXvX1AXwrz95O6gdns8,,,,,,,"Link to 6. TR-Triangles: right triangle - find b,c,B"
#N/A,,_oy9cbdZGC9UmMysiSiYxZ,,,,,,,"Link to 7. TR-Triangles: right triangle - find b,c,A"
#N/A,,_mUsiGZeB8RVGQWcApiBFA,,,,,,,"Link to 8. TR-Triangles: right triangle - find a,c,A"
#N/A,,_TQHhs6aNPYDwZKb2uEybM,,,,,,,"Link to 9. TR-Triangles: right triangle - find a,b,A"
#N/A,,_dl7Vidm7x4iZ59ViWdyat,,,,Quiz 1B - Unit Circle,,,
#N/A,,_sKkvrW1uXkO3p3mhIIEhY,,,,,select 3 without replacement,,
#N/A,,_yg3FeRqImna9qNWZmJWHB,,,,,,from TR-Basics in degrees,
#N/A,,_CcsI1VKulaYUYlK76IydU,,,,,,,Link to 12. TR-Basics - cos of Q1 angle degrees
#N/A,,_jQwh3sqEIWvXuCpRYfvCr,,,,,,,Link to 13. TR-Basics - cos of Q2 angle degrees
#N/A,,_UtPFf6oHHdSuXV57lID67,,,,,,,Link to 14. TR-Basics - cos of Q3 angle degrees positive
#N/A,,_HyJ4aGhn86hv3jlVK22cY,,,,,,,Link to 15. TR-Basics - cos of Q3 angle degrees negative
#N/A,,_SVNSCP7LUwLk6KSnobhVp,,,,,,,Link to 16. TR-Basics - cos of Q4 angle degrees positive
#N/A,,_0qnFhT3oXV1jCYdnq0GYh,,,,,,,Link to 17. TR-Basics - cos of Q4 angle degrees negative
#N/A,,_Z7D43icx70gKjy3Y2pc5k,,,,,,,Link to 18. TR-Basics - sin of Q1 angle degrees
#N/A,,_lP5kr2jqel2bdMCZM33tR,,,,,,,Link to 19. TR-Basic - sin of Q2 angle degrees
#N/A,,_ZreOIXhLgGfGz6qxiewIQ,,,,,,,Link to 20. TR-Basics - sin of Q3 angle degrees positive
#N/A,,_YTslyHV0a74K6rEeuICgM,,,,,,,Link to 21. TR-Basics - sin of Q3 angle degrees negative
#N/A,,_xBaJHwf8dhpwyjqRnVykY,,,,,,,Link to 22. TR-Basics - sin of Q4 angle degrees positive
#N/A,,_d54l7nESTcxm0nweXUrVd,,,,,,,Link to 23. TR-Basics - sin of Q4 angle degrees negative
#N/A,,_uGZDNvWKfhwxC4L115NSK,,,,,select 7 without replacement,,
#N/A,,_hG8he0Z7i7ZLjNUgKCnrP,,,,,,from TR-Basics in radians,
#N/A,,_G725AUiuResYxVNYmOI2U,,,,,,,Link to 24. TR-Basics - cos of Q1 angle radians
#N/A,,_CmUu0ip7ocHc8t6bJfEQJ,,,,,,,Link to 25. TR-Basics - cos of Q2 angle radians
#N/A,,_WnAC4oNQa54Fetcma0EeP,,,,,,,Link to 26. TR-Basics - cos of Q3 angle radians positive
#N/A,,_lELOmKane7cmPcHkhL8Hh,,,,,,,Link to 27. TR-Basics - cos of Q3 angle radians negative
#N/A,,_YuI1Axf6CPlkmA79j6kdF,,,,,,,Link to 28. TR-Basics - cos of Q4 angle radians positive
#N/A,,_9ZFFGEfBC05z1RdfAl2ry,,,,,,,Link to 29. TR-Basics - cos of Q4 angle radians negative
#N/A,,_qxRTM8A60hIxFXudkUkll,,,,,,,Link to 30. TR-Basics - sin of Q1 angle radians
#N/A,,_HKalgkzMVYuIvI2lBi6pc,,,,,,,Link to 31. TR-Basics - sin of Q2 angle radians
#N/A,,_mX0moHvXyjfa90RjuD7yO,,,,,,,Link to 32. TR-Basics - sin of Q3 angle radians positive
#N/A,,_7OXvf0hEW07uopLis2dJ9,,,,,,,Link to 33. TR-Basics - sin of Q3 angle radians negative
#N/A,,_8AvaXaq6A32nzDQV82Rr3,,,,,,,Link to 34. TR-Basics - sin of Q4 angle radians positive
#N/A,,_hpeAis3EIRbc3UnYWvu8U,,,,,,,Link to 35. TR-Basics - sin of Q4 angle radians negative
#N/A,,_7Nk2WO1VS7DkOCtYuCKe6,,,,Quiz 1C - The six trig functions,,,
#N/A,,_8yJllj4b7qrBt6kMgKfUg,,,,,select 1 without replacement,,
#N/A,,_JghCrPwpobzOjLxapeS2k,,,,,,from TR-Basics #79-86,
#N/A,,_YTw167claQj3Zc14KtmGj,,,,,,,"Link to 79. TR-Basics - given cos theta and range Q4, find all other ratios"
#N/A,,_JosKGlyezkSLlDeAaICZB,,,,,,,"Link to 80. TR-Basics - given cos theta and range Q2, find other ratios"
#N/A,,_xyR3bScJI14CuJfbY1qZV,,,,,,,"Link to 81. TR-Basics - given cos theta and range Q3, find other ratios"
#N/A,,_4a9f3snn74p5HupOEegym,,,,,,,"Link to 82. TR-Basics - given cos theta and range Q1, find other ratios"
#N/A,,_H5QreVSw3mKDuH2d4v2Fv,,,,,,,"Link to 83. TR-Basics - given sin theta and range Q1, find other ratios"
#N/A,,_oML3DJICEo0uUa21Hzib7,,,,,,,"Link to 84. TR-Basics - given sin theta and range Q2, find other ratios"
#N/A,,_NvQR9CzTuovWrbWFAT7v5,,,,,,,"Link to 85. TR-Basics - given sin theta and range Q3, find other ratios"
#N/A,,_58bFsaiIi1FnbNrS8z88l,,,,,,,"Link to 86. TR-Basics - given sin theta and range Q4, find other ratios"
#N/A,,_AFn4tNnZtQAhxVC1tO3u4,,,,,"from TR-Basics #36,41,46,48",,
#N/A,,_iJyIQ6Bjo97S89Ed1oFOP,,,,,,Link to 36. TR-Basics - sin of a large or neg angle in radians,
#N/A,,_2q1wHsyWMozfk0tcBJeda,,,,,,Link to 41. TR-Basics - cos of a large or neg angle in radians,
#N/A,,_zqRL7FcSQIkyLsbU4t3Ga,,,,,,Link to 46. TR-Basics - sin of a large or neg angle in degrees,
#N/A,,_vE8Iz3znTRk3X8l9bYzq6,,,,,,Link to 48. TR-Basics - cos of a large or neg angle in degrees,
#N/A,,_cyKsdZxEkHegkS48LjRVk,,Unit Circle Widget,,,,,
#N/A,,_2qCrkw2UFD7zsl4VAM2kJ,,,Untitled,,,,
#N/A,,_ulMAHUQFqvgxHqEU5zaKw,,,Untitled Page,,,,
#N/A,,_XNNXzOXe2oYdnczFl4bg4,,TR-Inv,,,,,
#N/A,,_omgdaGO2nf1lptn5HtGst,,,1. TR-Inv: sin^-1(theta) in radians,,,,
#N/A,,_BHQ8vF1sXihf7T7eYxkxP,,,2. TR-Inv: cos^-1(theta) in radians,,,,
#N/A,,_AcN0RC3Ofh54W5khCkVpP,,,3. TR-Inv: arcsin(theta) in radians,,,,
#N/A,,_oqJiKD3fLpmikgXSQDs3u,,,4. TR-Inv: arccos(theta) in radians,,,,
#N/A,,_MSTeFY1dpS8TYaxzu0IF3,,,5. TR-Inv: sin^-1(theta) in degrees,,,,
#N/A,,_2CX9UarFlP5GKFZoK1mxI,,,6. TR-Inv: cos^-1(theta) in degrees,,,,
#N/A,,_7BglnQ39Wz8nERXksQk9P,,,7. TR-Inv: arcsin(theta) in degrees,,,,
#N/A,,_mFLqvWsX9SWnzRqJDxqiz,,,8. TR-Inv - arccos(theta) in degrees,,,,
#N/A,,_eMG8l1XSukEwwIwSybgty,,,9. TR-Inv - arctan(theta) in radians,,,,
#N/A,,_zyzOIEEEVZA8bdgWBfrAl,,,10,,,,
#N/A,,_MiraMADrhGQOyKqDsMtD0,,,11,,,,
#N/A,,_PRSzcNFntIago6dins2k0,,,12,,,,
#N/A,,_yaHCEotmy9tUDw3VHmNx0,,,13,,,,
#N/A,,_KwFU6X1BBMJJuB79Zh6qa,,,14,,,,
#N/A,,_fvi7qGI7PAt6LE2mJ2MZv,,,15,,,,
#N/A,,_bCGKCGOXt2APGXOp42Wnj,,,16,,,,
#N/A,,_qjLnjYattlmgmfzlS4S6z,,,17,,,,
#N/A,,_b1k8sl59k1YfrIZJnPkq7,,,18,,,,
#N/A,,_bbqj7hmAm9Q4GsDHlqVof,,,19,,,,
#N/A,,_6dgBnlCYWJGrAVAt35Y39,,,20. TR-Inv - find cos(arcsin(x)),,,,
#N/A,,_zVVfqiDK0KL9yMzollhj4,,,21. TR-Inv - find sin(arccos(x)),,,,
#N/A,,_HQgmLDxqHWlF1RS9j08Rz,,,22. TR-Inv - find tan(arcsin(x)),,,,
#N/A,,_EYtUZS84U9SK0gszxwNUu,,,23. TR-Inv - find tan(arccos(x)),,,,
#N/A,,_Z9MQFoyn12eN1ESXviXLQ,,,24. TR-Inv - find sin(arctan(x)),,,,
#N/A,,_1geskd5LPC0LeWo6yEQLv,,,25. TR-Inv - find cos(arctan(x)),,,,
#N/A,,_X23p3GXoTKzs0yfp3vW02,,,26,,,,
#N/A,,_8ljyRE6qcXA8drPUIdYPp,,,27,,,,
#N/A,,_EoEtcsKMmrTSrS3o08BBg,,,28,,,,
#N/A,,_WZcMLkoOyU4mZpKYCzh1T,,,29,,,,
#N/A,,_06A3rFfPteZQDaHjPNq8d,,,30,,,,
#N/A,,_z42NBsvz7faM9l5hfEYVM,,,31,,,,
#N/A,,_JrLmH2wbRl4VT9zlICjcw,,,32,,,,
#N/A,,_2vkvrGH7JnEXZeTtNnrjC,,,33,,,,
#N/A,,_7XcQiTdlyuSFrxA04UIms,,,34,,,,
#N/A,,_dpOK9XdIYky4usO8T2jw5,,,35,,,,
#N/A,,_0EFXZK56RsIqBmijlblqp,,,36,,,,
#N/A,,_Mb18C3SEYn7Wb9kdRhViv,,,37,,,,
#N/A,,_X1skCZQckLKq41um6qIGY,,,38,,,,
#N/A,,_siXNo87224WzVePWu1INO,,,39,,,,
#N/A,,_Ce8aHInQ0Gl9SvOCFGSn7,,,40,,,,
#N/A,,_5JSZOnBI0QFXPgmf1iEUl,,,41,,,,
#N/A,,_2Rrp0Ylf1vDCeEIpeQkBq,,,42,,,,
#N/A,,_y2v5DUXClvpnaaR07f9d7,,,43,,,,
#N/A,,_mWsKvUjCIfCAgqeVl7acC,,,44,,,,
#N/A,,_vvlryyOb47Rn3mVnJrqLL,,,45,,,,
#N/A,,_6VuEJo9HUbMl4lNRldwy8,,,46,,,,
#N/A,,_9eFDInXktNSp0Pn4HoBwP,,,47,,,,
#N/A,,_9WwX8RvgCRr5paohQuw4a,,,48,,,,
#N/A,,_FN6JoOOLii9v0NYCICLSJ,,,49A. TR-Inv - solve sin theta equals a for theta - version A,,,,
#N/A,,_f1HqW3tFFjSYjHTXUHsoJ,,,49B. TR-Inv - solve sin theta equals a for theta - version B,,,,
#N/A,,_d7bsSjYx4lGqHek9Zl36B,,,50. TR-Inv - solve for theta when 2cos theta plus x equals 0,,,,
#N/A,,_cP5MfosFmhddc8XTf80bi,,,51. TR-Inv - solve for theta equation involving sin theta,,,,
#N/A,,_Act7l6XOIHJInF3VuosYc,,,52. TR-Inv - solve for theta when cos 3theta equals x,,,,
#N/A,,_kPBAXSKR6YQsGffl56Gxx,,,53A. TR-Inv - solve for theta when cos theta equals x - version A,,,,
#N/A,,_4AMxtJpck2ChgbSmvB0vl,,,53B. TR-Inv - solve for theta when cos theta equals x - version B,,,,
#N/A,,_IKWSupiO7Gz8w153GI08D,,,54. TR-Inv - solve for theta equation involving sin theta,,,,
#N/A,,_SlgNou33Nm4UsFvXoO1Lg,,,55. TR-Inv - solve quadratic function in sin theta or cos theta,,,,
#N/A,,_ZDHBKiXDJvAvmyEzeXLYr,,,56. TR-Inv - sin of a times theta equals b,,,,
#N/A,,_q8whl3dVDLtjJwZGXPqWQ,,,57. TR-Inv,,,,
#N/A,,_tq4P7OZw85HpdQSlEficj,,,58. TR-Inv,,,,
#N/A,,_EQd28VSsV29YU8VOd8YAA,,MA1049 Assignments,,,,,
#N/A,,_JpvBPq1nSoLpFG8aWFhMV,,,HW1: Simplifying fractions and arithmetic with fractions,,,,
#N/A,,_sLEJB4Jl7LF8z04hJRgHy,,,,BA-Basics #27 thru 32,,,
#N/A,,_NtQVR5mWB6xRidIWCUa4P,,,,,Link to 27. BA-Basics - reduce a fraction,,
#N/A,,_XXAVkdkHYwlAMtcNQOtHR,,,,,Link to 28. BA-Basics - reduce a fraction,,
#N/A,,_As6DQa4HAnBomho8VWlaW,,,,,Link to 29: BA-Basics - multiply then reduce,,
#N/A,,_MHSKnPxbR4G86By9NiOpu,,,,,Link to 30. BA-Basics - divide then reduce,,
#N/A,,_k8XOpoVJ1WcApCa6QvBI2,,,,,Link to 31. BA-Basics - add fractions then simplify,,
#N/A,,_TrPFjZo0JOtqoKgYbjzhD,,,,,Link to 32. BA-Basics - subtract fractions then simplify,,
#N/A,,_jrdb0K7bqVnhZdEXEtdl9,,,HW 10: Rewriting linear and quadratic equations,,,,
#N/A,,_czmgxktXwOn2i0dBN2Qsm,,,,BA-Lines #7,,,
#N/A,,_AJ9TKun5ygO249DjFHTgM,,,,,Link to 7. BA-Lines - rewrite equation in general form in slope-intercept form,,
#N/A,,_MgiU43NdiJz7PA8p3dD2N,,,,BA-Quadratics #5,,,
#N/A,,_xUjzhCUOm2h7MLkKdogfM,,,,,Link to 5. BA-Quadratics: convert parabola given in vertex form to general form,,
#N/A,,_IgZc0myc3nh3X0S5GVyaQ,,,HW 2: Simplify expressions with square roots and evaluate functions,,,,
#N/A,,_s9CpHNMIP0IQ6Ef6JZcgP,,,,BA-Basics #112-114,,,
#N/A,,_8L6Hhkimki10JmWZkHYhn,,,,,Link to 112. BA-Basics - simplify the product of two square roots,,
#N/A,,_AuFpnTuc00fXo7mKmT2fy,,,,,Link to 113. BA-Basics - take difference of terms involving square roots,,
#N/A,,_QFMq4Qy2gpAVo8tMbukLB,,,,,Link to 114: BA-Basics - simplify a ratio of square root terms,,
#N/A,,_kTwuXmQzbmM2Lg0PYVlTm,,,,BA-Fns #27,,,
#N/A,,_FTtpBrlQqDAkC7AtkBNTI,,,,,Link to 27: BA-Functions - evaluate a linear function at a given input,,
#N/A,,_nJFqlfSKOGG2KuyWT4uX0,,,HW 3: Evaluate functions,,,,
#N/A,,_Rrg6aOOMkKUQfirddhLC7,,,,BA-Fns #30-32,,,
#N/A,,_lFmLWKQOAT7eRdqiumsoQ,,,,,Link to 30. BA-Functions - evaluate a quadratic function,,
#N/A,,_m3HNvkecFGa32i8yCHkAR,,,,,Link to 31: BA-Functions - evaluate a rational function with linear terms,,
#N/A,,_wx51Y111pqlP1RfcLaFI9,,,,,Link to 32. BA-Functions - evaluate a factored quadratic function,,
#N/A,,_UmgqBC6AgGPxAEqB6U03K,,,HW 4: Solve for x,,,,
#N/A,,_5fj7L7FgXIMCMiAAd0wdN,,,,"BA-Basics #88,89",,,
#N/A,,_Rh6LFquXn9g9PxgCziKP2,,,,,Link to 88: BA-Basics - solve for x,,
#N/A,,_YjM1b2MBAhR6VYBiQR8bO,,,,,Link to 89: BA-Basics - solve for x,,
#N/A,,_TJKy2GP99SFJn246786io,,,HW 5: Determine coefficients of quadratic equations,,,,
#N/A,,_eW9hAVjhKQ4eqK2Ft1dqX,,,,"BA-Qadratics #24, 25, 26",,,
#N/A,,_OApr9V1bvS6dSN5Aj8emg,,,,,Link to 24: BA-Quadratics - find coefficients in general form given standard form,,
#N/A,,_u7QR2qE75PL69rMyaWNTb,,,,,Link to 25: BA-Quadratics - find coefficients in general form,,
#N/A,,_47TzlWtmRIj4wb9rfNZ0z,,,,,"Link to 26: BA-Quadratics - given nonstandard equation determine coefficients a,b,c",,
#N/A,,_twMtZ49odD2wncm5XKFyH,,,HW 6: Domain and range,,,,
#N/A,,_Ja3z9qfVEG8gnCt0dCiKs,,,,BA-Fns #35-38,,,
#N/A,,_BBCfDzuZnQ0KLoSYIT5zy,,,,,Link to 35. BA-Functions - domain of a half-circle,,
#N/A,,_61lpT6GttXVJYm6J88X4O,,,,,Link to 36. BA-Functions - range of a half-circle,,
#N/A,,_J1VUWAkiq3A1IoZWvVxpB,,,,,Link to 37. BA-Functions - domain of a parabola,,
#N/A,,_2AeZ1p7IUD7DAW5Dr46Td,,,,,Link to 38. BA-Functions - range of a parabola,,
#N/A,,_M3BmqcjCM0LuMOm3noQ1p,,,HW 8: Simplify exponential expressions,,,,
#N/A,,_0evHt1V40UpVMCb0Y6C69,,,,"BA-ExpLog #13,14",,,
#N/A,,_hrlAcIhqiH5rWls6OGAvP,,,,,Link to 13: BA-ExpLog - simplify ugly expression with variables to the zeroth power,,
#N/A,,_MswffwJOy6oY9tlzm2Jm4,,,,,Link to 14: BA-ExpLog - simplify product with one term raised to negative exponent,,
#N/A,,_U3XSLSLvlA2pKaNkXFin4,,MA1139 Assignments,,,,,
#N/A,,_XSAqIgykfDbFIvUHxaCpJ,,MA1149 Assignments,,,,,
#N/A,,_vfolUWtfdkjSjNUA8CZVr,,MA1269 Assignments,,,,,
#N/A,,_MtzFN24V0tv7d0suuMNs7,,TR-Graphs,,,,,
#N/A,,_se1uzc5EWpQG32mKY5DUY,,,1. TR-Graphs - amplitude of a*sin x,,,,
#N/A,,_IP7YHqA8CUY05hTgKs47Z,,,2. TR-Graphs - amplitude of a*cos x,,,,
#N/A,,_5o5wkdnkP7EuQS0SpBdkP,,,3. TR-Graphs - amplitude of a*sin(x) +b,,,,
#N/A,,_RPXOri807TrhJRSVrNB1V,,,4. TR-Graphs - amplitude of a*cos(x) + b,,,,
#N/A,,_UQ122EKx9mtM41RT551D2,,,5. TR-Graphs - find amplitude and vertical shift of sine function,,,,
#N/A,,_6DACHW77ggcAAIybZAsSN,,,6. TR-Graphs - find amplitude and vertical shift of cosine function,,,,
#N/A,,_qfyhdoYQPxex7Pz6CQjB3,,,7. TR-Graphs - find wavelength and amplitude - sin,,,,
#N/A,,_EcsUTOzrsxuI0FlGAL5RU,,,8. TR-Graphs - find wavelength and amplitude - cos,,,,
#N/A,,_kpO3SbCY5WPXFK7ewJlex,,,"9. TR-Graphs - find A,B,D sin",,,,
#N/A,,_hRzsRyrCoThIZpHWn3hfs,,,"10. TR-Graphs - find A,B,D cos",,,,
#N/A,,_P85CkMWRNkZLn7iyFM7Qf,,,11. TR-Graphs - find equation of given sin curve,,,,
#N/A,,_tke6VpqzecdWNa1hqGoB2,,,12. TR-Graphs - find equation of given sin curve,,,,
#N/A,,_0mC3eviYZn0Moxa4orF12,,,13. TR-Graphs - find equation of given cosine curve,,,,
#N/A,,_nWOn8eT22cVZiDVFjqOoH,,,14. TR-Graphs - find equation of given cosine curve,,,,
#N/A,,_wpbqlQiyFLGMejWhbV2QA,,,15. TR-Graphs - find equation from graph - sin or cos,,,,
#N/A,,_iE4XlWZNrIznhzCOQGSYy,,,16. TR-Graphs - find equation from graph - sin or cos,,,,
#N/A,,_a0L3gSqu1nelr2qzIx9Jl,,,17. TR-Graphs - determine wavelength from equation - sin,,,,
#N/A,,_k2kgOuXDiPjSzB0wzq66x,,,18. TR-Graphs - determine wavelength from equation - cos,,,,
#N/A,,_C8LL7bbupNY9RbDKwVDKI,,,19. TR-Graphs,,,,
#N/A,,_SwghUtDSqAvI7YDK7aWmE,,,20. TR-Graphs,,,,
#N/A,,_uVPICtYaVpB60PiIBBInb,,,21. TR-Graphs,,,,
#N/A,,_6PEOi6Ev59vsZnVMrsRkQ,,,22. TR-Graphs,,,,
#N/A,,_84kHMdRyJ93vQx6kpN2O6,,,23. TR-Graphs,,,,
#N/A,,_mAYe8vGuic5o6qeHyRcVd,,,24. TR-Graphs,,,,
#N/A,,_rrKzFPS8qcakLtwI8Vki7,,,25. TR-Graphs,,,,
#N/A,,_fh7qOIhp4SV57XF38eQpR,,,26. TR-Graphs,,,,
#N/A,,_k9psqwj3EM4IAIkJGOmEG,,,27. TR-Graphs,,,,
#N/A,,_h3nWbAoFjdHgoHt9jJ0yt,,,28. TR-Graphs,,,,
#N/A,,_vjEcNwumltVL4GEmD1QLG,,,29. TR-Graphs,,,,
#N/A,,_iendDG9zSlPA3gguCEP0a,,,30. TR-Graphs,,,,
#N/A,,_QF1twJBpD5BDD9DWhN4P9,,TR-Formulas,,,,,
#N/A,,_k3WAEielbg2RMXW9XBdab,,,1. TR-Formulas - angle sum cos to sin,,,,
#N/A,,_k2CYDnHLyjyFUZRNH82iv,,,2. TR-Formulas - find sin(A + B),,,,
#N/A,,_h5KioSRlt1zJ3WMwCKXKt,,,3. TR-Formulas - find cos(A - B),,,,
#N/A,,_zw8ZUFvZXFzCSAhfFySHB,,,4. TR-Formulas - find cos(A + B),,,,
#N/A,,_oSTR3nVNdmmbUdXSpOuo3,,,5. TR-Formulas - find tan(A - B) given tanA and tanB,,,,
#N/A,,_hsBtkqx5Qj1ZF16s1bRbb,,,6. TR-Formulas - sin(A + B) given tanA and cosB,,,,
#N/A,,_RialbJcJYXu4jVoAwayAz,,,7. TR-Formulas - sin(A - B) given sinA and tanB,,,,
#N/A,,_FvrlraVLYk5bDb5aGnkjb,,,8. TR-Formulas - tan(A + B) given sinA and sinB,,,,
#N/A,,_yWhqNJwfaWIyBAXJWifBT,,,9. TR-Formulas - cos(A - B) given tanA and sinB,,,,
#N/A,,_B8uQOh31Q9Co0adWdauFG,,,10. TR-Formulas - find cos(A + B) given cosA and cosB,,,,
#N/A,,_TTovLUSCKMzw4bdlIbLP2,,,5a. TR-Formulas - part 1 of problem 5,,,,
#N/A,,_aM42G4Jbtj8I7FiTzHDGF,,,5b. TR-Formulas - part 2 of problem 5,,,,
#N/A,,_pzTFPfthjGvFsDh3cEpLY,,,8a. TR-Formulas - part 1 of problem 8,,,,
#N/A,,_OvsKCdblzDMo1EnXpEj2a,,,8b. TR-Formulas - part 2 of problem 8,,,,
#N/A,,_pMMotg111N1G08qisUZwF,,,11. TR-Formulas - sin of arccosA plus arccosB,,,,
#N/A,,_7H7WrHV7Hvf27H8ZtgjUa,,,12. TR-Formulas - sin of arccosA minus arccosB,,,,
#N/A,,_ZurXZpH9sTqhZy4iOi6E9,,,13. TR-Formulas - cos of arcsinA minus arccosB,,,,
#N/A,,_TPCEAAbSgDJpz74gztsWV,,,14. TR-Formulas - cos of arccosA plus arcsinB,,,,
#N/A,,_udasT2QrhQ61FLJUNa4Mk,,,15. TR-Formulas - tan of arctanA minus arctanB,,,,
#N/A,,_LsdHRDhR4TolA5ASZzyxk,,,16. TR-Formulas - sin of arctanA plus arccosB,,,,
#N/A,,_g1GKG3gQE2vM02Rsr16nX,,,17. sin of arcsinA minus arctan B,,,,
#N/A,,_orad5yUzuDvoUH4hL9eU9,,,18. tan of arcsinA plus arcsinB,,,,
#N/A,,_OqdAVJwFhLbSiyjL4qYtH,,,19. TR-Formulas - cos of arctanA minus arcsinB,,,,
#N/A,,_0rIA2tw27Rt46iULPmuJU,,,20. TR-Formulas - cos of arccosA plus arccosB,,,,
#N/A,,_Ix65IlA8Pc15yyPFzL8BN,,,"21. TR-Formulas - given cos theta (Q1 - Q2), find sin 2theta",,,,
#N/A,,_wS1mhMNrlpuiU9nX8Au5D,,,22. TR-Formulas - given cos theta (Q3-Q4) find sin 2theta,,,,
#N/A,,_6j3vOpsr7mBHjAJhU7HbT,,,23. TR-Formulas - Given sin theta (Q2-Q3) find cos 2theta,,,,
#N/A,,_TkGuJN4VrnlDm4qqJRKbr,,,24. TR-Formulas - find tan 2 theta given tan theta,,,,
#N/A,,_ITPdvA7hbxm900y4IXlUW,,,25. TR-Formulas - Given cos theta find sin half-theta,,,,
#N/A,,_YuciAucKOjkPv1LG5OBYd,,,"26. TR-Formulas - given cos theta, find cos half-theta",,,,
#N/A,,_vXCqNGP0D3XeqN3oYGPr5,,,27. TR-Formulas - cos of 2 times arccos x,,,,
#N/A,,_hmJg9Ri9d8jepslocqgz5,,,28. TR-Formulas - cos of 2 arctan x,,,,
#N/A,,_8KP3YDzljJFUKOvdWmJlW,,,29. TR-Formulas - find sin of 2 arcsin x,,,,
#N/A,,_SsRPNaRhQZWlOOhE3cJJY,,,30. TR-Formulas - tan of half arccos x,,,,
#N/A,,_mudFgVP2zFgqUPWuwKOSL,,,31. TR-Formulas - tan of half arcsin of x,,,,
#N/A,,_PfFaLiMnEURpn5D6Otaab,,TR-Vectors,,,,,
#N/A,,_CBuYHOigfdlsPhbVqzz0r,,,1. TR-Vectors,,,,
#N/A,,_QLqKDD4OZomRcLXChOVFM,,,2. TR-Vectors - convert polar to cartesian,,,,
#N/A,,_tkz1pyM7YKg8m2KrTY5eD,,,3. TR-Vectors - convert cartesian to polar coordinates,,,,
#N/A,,_hX3DbNp2azfgxNqMFt1aY,,,2a. TR-Vectors (variant version a),,,,
#N/A,,_bpFvUy878r1hkOn63c2In,,,2b. TR-Vectors (variant version b),,,,
#N/A,,_J3fwmeQlEvHFppG4B2vJv,,,2c. TR-Vectors (variant version c),,,,
#N/A,,_BAKPbNhOcanPTcaIhSZgN,,,3a. TR-Vectors (variant Q3),,,,
#N/A,,_k7SxjmRzu1cfEhwFGi0fU,,,3b. TR-Vectors (variant Q2),,,,
#N/A,,_p65eHrdk0O6HuN6D794np,,,3c. TR-Vectors (variant Q1),,,,
#N/A,,_BsJSbblekg1JArWPhPz0P,,,3d. TR-Vectors (variant Q4),,,,
#N/A,,_E4jAzPrl9hPgXiccGY26S,,,4. TR-Vectors,,,,
#N/A,,_Ni20bloxQR41Vlg1jgQez,,,5. TR-Vectors,,,,
#N/A,,_qMtOUjel5AOhM1FKlTUnr,,,6. TR-Vectors,,,,
#N/A,,_SGgnoUiBXyNmhVxandQqA,,,7. TR-Vectors,,,,
#N/A,,_fc8YRBVhE9oAWIlVHiU5D,,,8. TR-Vectors,,,,
#N/A,,_wOsemHSKSXPdASjeZAJes,,,9. TR-Vectors - write vector given endpoints,,,,
#N/A,,_Vm5FVXfNAmd5Lii8Dxqvr,,,"9a. TR-Vectors (variant Q1, Q2)",,,,
#N/A,,_uCpTOUOq4sOODfmdKxKbt,,,"9b. TR-Vectors (variant Q3, Q4)",,,,
#N/A,,_PyKLMhnPStm2ItgSsufBD,,,10. TR-Vectors - sum of two vectors,,,,
#N/A,,_DJv9mDnhZqmjqlkUfIU64,,,11. TR-Vectors - vector times scalar,,,,
#N/A,,_YGtQarcZMwtUhVo0wHUzq,,,12. TR-Vectors - sum and scalar multiplication,,,,
#N/A,,_8ttGcobD2HGdL13p1I4Oo,,,13. TR-Vectors,,,,
#N/A,,_sYLhZ0QzhNT3Id55gJSuf,,,14. TR-Vectors,,,,
#N/A,,_QYQjgFAFYuvLqYJndhapQ,,,15. TR-Vectors,,,,
#N/A,,_jO8OzfQNvUx0xcDKZJv0l,,,16. TR-Vectors,,,,
#N/A,,_CvnWuJmoZJecytik6YyFQ,,,17. TR-Vectors - Sum two forces in polar form,,,,
